id,category,urgency_level,urgency_score,text_description,image_description,issue_type,location_type,timestamp
garbage_MEDIUM_6323,garbage,MEDIUM,7,"Issue with scattered litter hospital zone. While not emergency, it needs proper attention this week. Unsightly appearance. Getting worse. Close to residential homes.",Photo of scattered litter showing full garbage bins hospital zone. Photo taken afternoon lighting with clear weather. Good image quality.,scattered litter,hospital zone,2025-08-30 06:10:10.238201
garbage_MEDIUM_8900,garbage,MEDIUM,4,There's a waste accumulation market place that needs attention. It's problem and should be fixed few days. Attracting flies. Ongoing issue. In a busy area.,Photo of waste accumulation showing scattered litter market place. Photo taken morning shot with sunny conditions. Multiple angles shown.,waste accumulation,market place,2025-09-13 06:10:10.238201
garbage_MEDIUM_9787,garbage,MEDIUM,4,Problem: waste accumulation bus stop. This is troublesome and requires resolution. Unsightly appearance. Ongoing issue. Close to residential homes.,Photo of waste accumulation showing significant waste accumulation bus stop. Photo taken morning shot with sunny conditions. Multiple angles shown.,waste accumulation,bus stop,2025-09-18 06:10:10.238201
garbage_MEDIUM_4737,garbage,MEDIUM,5,Problem: scattered litter market place. This is concerning and requires resolution. Bad smell. Ongoing issue. Near the main entrance.,Photo of scattered litter showing significant waste accumulation market place. Photo taken morning shot with overcast sky. Good image quality.,scattered litter,market place,2025-09-10 06:10:10.238201
garbage_MEDIUM_5776,garbage,MEDIUM,4,"Issue with overflowing bins park. While not emergency, it needs proper attention soon. Bad smell. Ongoing issue. Near the main entrance.",Photo of overflowing bins showing full garbage bins park. Photo taken morning shot with clear weather. Multiple angles shown.,overflowing bins,park,2025-09-20 06:10:10.238201
garbage_MEDIUM_8950,garbage,MEDIUM,7,"Issue with burning garbage bus stop. While not emergency, it needs proper attention when possible. Attracting flies. Ongoing issue. Near the main entrance.",Photo of burning garbage showing scattered litter bus stop. Photo taken in the evening with overcast sky. Clear visibility.,burning garbage,bus stop,2025-09-19 06:10:10.238201
garbage_MEDIUM_7583,garbage,MEDIUM,7,There's a waste accumulation park that needs attention. It's important and should be fixed at earliest. Bad smell. Been like this for a few days. In a busy area.,Photo of waste accumulation showing scattered litter park. Photo taken during daytime with clear weather. Clear visibility.,waste accumulation,park,2025-09-25 06:10:10.238201
garbage_MEDIUM_7966,garbage,MEDIUM,6,There's a burning garbage park that needs attention. It's important and should be fixed this week. Bad smell. Noticed last week. Near the main entrance.,Photo of burning garbage showing scattered litter park. Photo taken in the evening with clear weather. Multiple angles shown.,burning garbage,park,2025-09-24 06:10:10.238201
garbage_MEDIUM_2159,garbage,MEDIUM,4,Problem: scattered litter market place. This is problematic and requires resolution. Attracting flies. Getting worse. Close to residential homes.,Photo of scattered litter showing full garbage bins market place. Photo taken in the evening with after rain. Close-up detail visible.,scattered litter,market place,2025-09-01 06:10:10.238201
garbage_MEDIUM_8674,garbage,MEDIUM,6,"Issue with burning garbage market place. While not emergency, it needs proper attention when possible. Unsightly appearance. Noticed last week. Visible from the road.",Photo of burning garbage showing full garbage bins market place. Photo taken afternoon lighting with clear weather. Good image quality.,burning garbage,market place,2025-09-19 06:10:10.238201
garbage_MEDIUM_2608,garbage,MEDIUM,5,There's a scattered litter park that needs attention. It's issue and should be fixed when possible. Attracting flies. Ongoing issue. In a busy area.,Photo of scattered litter showing significant waste accumulation park. Photo taken morning shot with after rain. Clear visibility.,scattered litter,park,2025-08-30 06:10:10.238201
garbage_MEDIUM_3345,garbage,MEDIUM,4,Help! We have reporting illegal dumping residential area. this is causing problems for residents. please address when possible. unsightly appearance. getting worse. in a busy area.,Photo of illegal dumping showing significant waste accumulation residential area. Photo taken during daytime with after rain. Good image quality.,illegal dumping,residential area,2025-08-29 06:10:10.238201
garbage_MEDIUM_6934,garbage,MEDIUM,6,I'm worried about reporting medical waste hospital zone. this is causing inconvenience for residents. please address when possible. bad smell. been like this for a few days. visible from the road.,Photo of medical waste showing scattered litter hospital zone. Photo taken morning shot with clear weather. Good image quality.,medical waste,hospital zone,2025-09-13 06:10:10.238201
garbage_MEDIUM_7873,garbage,MEDIUM,4,I'm worried about problem: illegal dumping hospital zone. this is troublesome and requires resolution. bad smell. ongoing issue. near the main entrance.,Photo of illegal dumping showing full garbage bins hospital zone. Photo taken morning shot with sunny conditions. Close-up detail visible.,illegal dumping,hospital zone,2025-09-15 06:10:10.238201
garbage_MEDIUM_3007,garbage,MEDIUM,7,There's a illegal dumping residential area that needs attention. It's needs attention and should be fixed this week. Unsightly appearance. Been like this for a few days. Close to residential homes.,Photo of illegal dumping showing scattered litter residential area. Photo taken in the evening with overcast sky. Clear visibility.,illegal dumping,residential area,2025-08-29 06:10:10.238201
garbage_MEDIUM_8489,garbage,MEDIUM,5,Problem: waste accumulation bus stop. This is troublesome and requires resolution. Unsightly appearance. Getting worse. Close to residential homes.,Photo of waste accumulation showing full garbage bins bus stop. Photo taken afternoon lighting with after rain. Multiple angles shown.,waste accumulation,bus stop,2025-09-01 06:10:10.238201
garbage_MEDIUM_4086,garbage,MEDIUM,4,There's a medical waste residential area that needs attention. It's needs attention and should be fixed this week. Bad smell. Ongoing issue. In a busy area.,Photo of medical waste showing scattered litter residential area. Photo taken during daytime with after rain. Good image quality.,medical waste,residential area,2025-09-08 06:10:10.239205
garbage_MEDIUM_2560,garbage,MEDIUM,6,Reporting burning garbage hospital zone. This is causing inconvenience for residents. Please address when possible. Unsightly appearance. Getting worse. In a busy area.,Photo of burning garbage showing scattered litter hospital zone. Photo taken morning shot with sunny conditions. Good image quality.,burning garbage,hospital zone,2025-09-01 06:10:10.239205
garbage_MEDIUM_5286,garbage,MEDIUM,7,There's a scattered litter residential area that needs attention. It's important and should be fixed soon. Attracting flies. Ongoing issue. Close to residential homes.,Photo of scattered litter showing scattered litter residential area. Photo taken morning shot with sunny conditions. Multiple angles shown.,scattered litter,residential area,2025-09-17 06:10:10.239205
garbage_MEDIUM_2168,garbage,MEDIUM,7,"Help! We have issue with overflowing bins market place. while not critical, it needs proper attention this week. unsightly appearance. getting worse. visible from the road.",Photo of overflowing bins showing full garbage bins market place. Photo taken afternoon lighting with overcast sky. Clear visibility.,overflowing bins,market place,2025-09-09 06:10:10.239205
garbage_MEDIUM_4025,garbage,MEDIUM,4,This could be dangerous reporting scattered litter market place. this is causing inconvenience for residents. please address when possible. bad smell. been like this for a few days. close to residential homes.,Photo of scattered litter showing scattered litter market place. Photo taken afternoon lighting with overcast sky. Multiple angles shown.,scattered litter,market place,2025-08-31 06:10:10.239205
garbage_MEDIUM_6089,garbage,MEDIUM,5,Problem: medical waste hospital zone. This is concerning and requires resolution. Attracting flies. Been like this for a few days. Close to residential homes.,Photo of medical waste showing scattered litter hospital zone. Photo taken afternoon lighting with after rain. Close-up detail visible.,medical waste,hospital zone,2025-09-26 06:10:10.239205
garbage_MEDIUM_5895,garbage,MEDIUM,7,Problem: scattered litter residential area. This is problematic and requires resolution. Attracting flies. Noticed last week. Visible from the road.,Photo of scattered litter showing scattered litter residential area. Photo taken morning shot with overcast sky. Close-up detail visible.,scattered litter,residential area,2025-08-30 06:10:10.239205
garbage_MEDIUM_9500,garbage,MEDIUM,4,There's a medical waste market place that needs attention. It's needs attention and should be fixed when possible. Attracting flies. Ongoing issue. Near the main entrance.,Photo of medical waste showing full garbage bins market place. Photo taken morning shot with sunny conditions. Good image quality.,medical waste,market place,2025-09-04 06:10:10.239205
garbage_MEDIUM_9963,garbage,MEDIUM,4,Can someone fix problem: scattered litter school area. this is problematic and requires resolution. bad smell. been like this for a few days. in a busy area.,Photo of scattered litter showing scattered litter school area. Photo taken during daytime with sunny conditions. Good image quality.,scattered litter,school area,2025-09-17 06:10:10.239205
